char	codepoint	low_byte	ascii_if_printable
尢	U+5C22	0x22	"
尣	U+5C23	0x23	#
尤	U+5C24	0x24	$
尥	U+5C25	0x25	%
尦	U+5C26	0x26	&
尧	U+5C27	0x27	'
尨	U+5C28	0x28	(
尩	U+5C29	0x29	)
尪	U+5C2A	0x2A	*
尫	U+5C2B	0x2B	+
尬	U+5C2C	0x2C	,
尭	U+5C2D	0x2D	-
尮	U+5C2E	0x2E	.
尯	U+5C2F	0x2F	/
尰	U+5C30	0x30	0
就	U+5C31	0x31	1
尲	U+5C32	0x32	2
尳	U+5C33	0x33	3
尴	U+5C34	0x34	4
尵	U+5C35	0x35	5
尶	U+5C36	0x36	6
尷	U+5C37	0x37	7
尸	U+5C38	0x38	8
尹	U+5C39	0x39	9
尺	U+5C3A	0x3A	:
尻	U+5C3B	0x3B	;
尼	U+5C3C	0x3C	<
尽	U+5C3D	0x3D	=
尾	U+5C3E	0x3E	>
尿	U+5C3F	0x3F	?
局	U+5C40	0x40	@
屁	U+5C41	0x41	A
层	U+5C42	0x42	B
屃	U+5C43	0x43	C
屄	U+5C44	0x44	D
居	U+5C45	0x45	E
屆	U+5C46	0x46	F
屇	U+5C47	0x47	G
屈	U+5C48	0x48	H
屉	U+5C49	0x49	I
届	U+5C4A	0x4A	J
屋	U+5C4B	0x4B	K
屌	U+5C4C	0x4C	L
屍	U+5C4D	0x4D	M
屎	U+5C4E	0x4E	N
屏	U+5C4F	0x4F	O
屐	U+5C50	0x50	P
屑	U+5C51	0x51	Q
屒	U+5C52	0x52	R
屓	U+5C53	0x53	S
屔	U+5C54	0x54	T
展	U+5C55	0x55	U
屖	U+5C56	0x56	V
屗	U+5C57	0x57	W
屘	U+5C58	0x58	X
屙	U+5C59	0x59	Y
屚	U+5C5A	0x5A	Z
屛	U+5C5B	0x5B	[
屜	U+5C5C	0x5C	\
屝	U+5C5D	0x5D	]
属	U+5C5E	0x5E	^
屟	U+5C5F	0x5F	_
屠	U+5C60	0x60	`
屡	U+5C61	0x61	a
屢	U+5C62	0x62	b
屣	U+5C63	0x63	c
層	U+5C64	0x64	d
履	U+5C65	0x65	e
屦	U+5C66	0x66	f
屧	U+5C67	0x67	g
屨	U+5C68	0x68	h
屩	U+5C69	0x69	i
屪	U+5C6A	0x6A	j
屫	U+5C6B	0x6B	k
屬	U+5C6C	0x6C	l
屭	U+5C6D	0x6D	m
屮	U+5C6E	0x6E	n
屯	U+5C6F	0x6F	o
屰	U+5C70	0x70	p
山	U+5C71	0x71	q
屲	U+5C72	0x72	r
屳	U+5C73	0x73	s
屴	U+5C74	0x74	t
屵	U+5C75	0x75	u
屶	U+5C76	0x76	v
屷	U+5C77	0x77	w
屸	U+5C78	0x78	x
屹	U+5C79	0x79	y
屺	U+5C7A	0x7A	z
屻	U+5C7B	0x7B	{
屼	U+5C7C	0x7C	|
屽	U+5C7D	0x7D	}
屾	U+5C7E	0x7E	~
屿	U+5C7F	0x7F	
岀	U+5C80	0x80	
岁	U+5C81	0x81	
岂	U+5C82	0x82	
岃	U+5C83	0x83	
岄	U+5C84	0x84	
岅	U+5C85	0x85	
岆	U+5C86	0x86	
岇	U+5C87	0x87	
岈	U+5C88	0x88	
岉	U+5C89	0x89	
岊	U+5C8A	0x8A	
岋	U+5C8B	0x8B	
岌	U+5C8C	0x8C	
岍	U+5C8D	0x8D	
岎	U+5C8E	0x8E	
岏	U+5C8F	0x8F	
岐	U+5C90	0x90	
岑	U+5C91	0x91	
岒	U+5C92	0x92	
岓	U+5C93	0x93	
岔	U+5C94	0x94	
岕	U+5C95	0x95	
岖	U+5C96	0x96	
岗	U+5C97	0x97	
岘	U+5C98	0x98	
岙	U+5C99	0x99	
岚	U+5C9A	0x9A	
岛	U+5C9B	0x9B	
岜	U+5C9C	0x9C	
岝	U+5C9D	0x9D	
岞	U+5C9E	0x9E	
岟	U+5C9F	0x9F	
岠	U+5CA0	0xA0	
岡	U+5CA1	0xA1	
岢	U+5CA2	0xA2	
岣	U+5CA3	0xA3	
岤	U+5CA4	0xA4	
岥	U+5CA5	0xA5	
岦	U+5CA6	0xA6	
岧	U+5CA7	0xA7	
岨	U+5CA8	0xA8	
岩	U+5CA9	0xA9	
岪	U+5CAA	0xAA	
岫	U+5CAB	0xAB	
岬	U+5CAC	0xAC	
岭	U+5CAD	0xAD	
岮	U+5CAE	0xAE	
岯	U+5CAF	0xAF	
岰	U+5CB0	0xB0	
岱	U+5CB1	0xB1	
岲	U+5CB2	0xB2	
岳	U+5CB3	0xB3	
岴	U+5CB4	0xB4	
岵	U+5CB5	0xB5	
岶	U+5CB6	0xB6	
岷	U+5CB7	0xB7	
岸	U+5CB8	0xB8	
岹	U+5CB9	0xB9	
岺	U+5CBA	0xBA	
岻	U+5CBB	0xBB	
岼	U+5CBC	0xBC	
岽	U+5CBD	0xBD	
岾	U+5CBE	0xBE	
岿	U+5CBF	0xBF	
峀	U+5CC0	0xC0	
峁	U+5CC1	0xC1	
峂	U+5CC2	0xC2	
峃	U+5CC3	0xC3	
峄	U+5CC4	0xC4	
峅	U+5CC5	0xC5	
峆	U+5CC6	0xC6	
峇	U+5CC7	0xC7	
峈	U+5CC8	0xC8	
峉	U+5CC9	0xC9	
峊	U+5CCA	0xCA	
峋	U+5CCB	0xCB	
峌	U+5CCC	0xCC	
峍	U+5CCD	0xCD	
峎	U+5CCE	0xCE	
峏	U+5CCF	0xCF	
峐	U+5CD0	0xD0	
峑	U+5CD1	0xD1	
峒	U+5CD2	0xD2	
峓	U+5CD3	0xD3	
峔	U+5CD4	0xD4	
峕	U+5CD5	0xD5	
峖	U+5CD6	0xD6	
峗	U+5CD7	0xD7	
峘	U+5CD8	0xD8	
峙	U+5CD9	0xD9	
峚	U+5CDA	0xDA	
峛	U+5CDB	0xDB	
峜	U+5CDC	0xDC	
峝	U+5CDD	0xDD	
峞	U+5CDE	0xDE	
峟	U+5CDF	0xDF	
峠	U+5CE0	0xE0	
峡	U+5CE1	0xE1	
峢	U+5CE2	0xE2	
峣	U+5CE3	0xE3	
峤	U+5CE4	0xE4	
峥	U+5CE5	0xE5	
峦	U+5CE6	0xE6	
峧	U+5CE7	0xE7	
峨	U+5CE8	0xE8	
峩	U+5CE9	0xE9	
峪	U+5CEA	0xEA	
峫	U+5CEB	0xEB	
峬	U+5CEC	0xEC	
峭	U+5CED	0xED	
峮	U+5CEE	0xEE	
峯	U+5CEF	0xEF	
峰	U+5CF0	0xF0	
峱	U+5CF1	0xF1	
峲	U+5CF2	0xF2	
峳	U+5CF3	0xF3	
峴	U+5CF4	0xF4	
峵	U+5CF5	0xF5	
島	U+5CF6	0xF6	
峷	U+5CF7	0xF7	
峸	U+5CF8	0xF8	
峹	U+5CF9	0xF9	
峺	U+5CFA	0xFA	
峻	U+5CFB	0xFB	
峼	U+5CFC	0xFC	
峽	U+5CFD	0xFD	
峾	U+5CFE	0xFE	
峿	U+5CFF	0xFF	
崀	U+5D00	0x00	
崁	U+5D01	0x01	
崂	U+5D02	0x02	
崃	U+5D03	0x03	
崄	U+5D04	0x04	
崅	U+5D05	0x05	
崆	U+5D06	0x06	
崇	U+5D07	0x07	
崈	U+5D08	0x08	
崉	U+5D09	0x09	
崊	U+5D0A	0x0A	
崋	U+5D0B	0x0B	
崌	U+5D0C	0x0C	
崍	U+5D0D	0x0D	
崎	U+5D0E	0x0E	
崏	U+5D0F	0x0F	
崐	U+5D10	0x10	
崑	U+5D11	0x11	
崒	U+5D12	0x12	
崓	U+5D13	0x13	
崔	U+5D14	0x14	
崕	U+5D15	0x15	
崖	U+5D16	0x16	
崗	U+5D17	0x17	
崘	U+5D18	0x18	
崙	U+5D19	0x19	
崚	U+5D1A	0x1A	
崛	U+5D1B	0x1B	
崜	U+5D1C	0x1C	
崝	U+5D1D	0x1D	
崞	U+5D1E	0x1E	
崟	U+5D1F	0x1F	
崠	U+5D20	0x20	 
崡	U+5D21	0x21	!
崢	U+5D22	0x22	"
崣	U+5D23	0x23	#
崤	U+5D24	0x24	$
崥	U+5D25	0x25	%
崦	U+5D26	0x26	&
崧	U+5D27	0x27	'
崨	U+5D28	0x28	(
崩	U+5D29	0x29	)
崪	U+5D2A	0x2A	*
崫	U+5D2B	0x2B	+
崬	U+5D2C	0x2C	,
崭	U+5D2D	0x2D	-
崮	U+5D2E	0x2E	.
崯	U+5D2F	0x2F	/
崰	U+5D30	0x30	0
崱	U+5D31	0x31	1
崲	U+5D32	0x32	2
崳	U+5D33	0x33	3
崴	U+5D34	0x34	4
崵	U+5D35	0x35	5
崶	U+5D36	0x36	6
崷	U+5D37	0x37	7
崸	U+5D38	0x38	8
崹	U+5D39	0x39	9
崺	U+5D3A	0x3A	:
崻	U+5D3B	0x3B	;
崼	U+5D3C	0x3C	<
崽	U+5D3D	0x3D	=
崾	U+5D3E	0x3E	>
崿	U+5D3F	0x3F	?
嵀	U+5D40	0x40	@
嵁	U+5D41	0x41	A
嵂	U+5D42	0x42	B
嵃	U+5D43	0x43	C
嵄	U+5D44	0x44	D
嵅	U+5D45	0x45	E
嵆	U+5D46	0x46	F
嵇	U+5D47	0x47	G
嵈	U+5D48	0x48	H
嵉	U+5D49	0x49	I
嵊	U+5D4A	0x4A	J
嵋	U+5D4B	0x4B	K
嵌	U+5D4C	0x4C	L
嵍	U+5D4D	0x4D	M
嵎	U+5D4E	0x4E	N
嵏	U+5D4F	0x4F	O
嵐	U+5D50	0x50	P
嵑	U+5D51	0x51	Q
嵒	U+5D52	0x52	R
嵓	U+5D53	0x53	S
嵔	U+5D54	0x54	T
嵕	U+5D55	0x55	U
嵖	U+5D56	0x56	V
嵗	U+5D57	0x57	W
嵘	U+5D58	0x58	X
嵙	U+5D59	0x59	Y
嵚	U+5D5A	0x5A	Z
嵛	U+5D5B	0x5B	[
嵜	U+5D5C	0x5C	\
嵝	U+5D5D	0x5D	]
嵞	U+5D5E	0x5E	^
嵟	U+5D5F	0x5F	_
嵠	U+5D60	0x60	`
嵡	U+5D61	0x61	a
嵢	U+5D62	0x62	b
嵣	U+5D63	0x63	c
嵤	U+5D64	0x64	d
嵥	U+5D65	0x65	e
嵦	U+5D66	0x66	f
嵧	U+5D67	0x67	g
嵨	U+5D68	0x68	h
嵩	U+5D69	0x69	i
嵪	U+5D6A	0x6A	j
嵫	U+5D6B	0x6B	k
嵬	U+5D6C	0x6C	l
嵭	U+5D6D	0x6D	m
嵮	U+5D6E	0x6E	n
嵯	U+5D6F	0x6F	o
嵰	U+5D70	0x70	p
嵱	U+5D71	0x71	q
嵲	U+5D72	0x72	r
嵳	U+5D73	0x73	s
嵴	U+5D74	0x74	t
嵵	U+5D75	0x75	u
嵶	U+5D76	0x76	v
嵷	U+5D77	0x77	w
嵸	U+5D78	0x78	x
嵹	U+5D79	0x79	y
嵺	U+5D7A	0x7A	z
嵻	U+5D7B	0x7B	{
嵼	U+5D7C	0x7C	|
嵽	U+5D7D	0x7D	}
嵾	U+5D7E	0x7E	~
嵿	U+5D7F	0x7F	
嶀	U+5D80	0x80	
嶁	U+5D81	0x81	
嶂	U+5D82	0x82	
嶃	U+5D83	0x83	
嶄	U+5D84	0x84	
嶅	U+5D85	0x85	
嶆	U+5D86	0x86	
嶇	U+5D87	0x87	
嶈	U+5D88	0x88	
嶉	U+5D89	0x89	
嶊	U+5D8A	0x8A	
嶋	U+5D8B	0x8B	
嶌	U+5D8C	0x8C	
嶍	U+5D8D	0x8D	
嶎	U+5D8E	0x8E	
嶏	U+5D8F	0x8F	
嶐	U+5D90	0x90	
嶑	U+5D91	0x91	
嶒	U+5D92	0x92	
嶓	U+5D93	0x93	
嶔	U+5D94	0x94	
嶕	U+5D95	0x95	
嶖	U+5D96	0x96	
嶗	U+5D97	0x97	
嶘	U+5D98	0x98	
嶙	U+5D99	0x99	
嶚	U+5D9A	0x9A	
嶛	U+5D9B	0x9B	
嶜	U+5D9C	0x9C	
嶝	U+5D9D	0x9D	
嶞	U+5D9E	0x9E	
嶟	U+5D9F	0x9F	
嶠	U+5DA0	0xA0	
嶡	U+5DA1	0xA1	
嶢	U+5DA2	0xA2	
嶣	U+5DA3	0xA3	
嶤	U+5DA4	0xA4	
嶥	U+5DA5	0xA5	
嶦	U+5DA6	0xA6	
嶧	U+5DA7	0xA7	
嶨	U+5DA8	0xA8	
嶩	U+5DA9	0xA9	
嶪	U+5DAA	0xAA	
嶫	U+5DAB	0xAB	
嶬	U+5DAC	0xAC	
嶭	U+5DAD	0xAD	
嶮	U+5DAE	0xAE	
嶯	U+5DAF	0xAF	
嶰	U+5DB0	0xB0	
嶱	U+5DB1	0xB1	
嶲	U+5DB2	0xB2	
嶳	U+5DB3	0xB3	
嶴	U+5DB4	0xB4	
嶵	U+5DB5	0xB5	
嶶	U+5DB6	0xB6	
嶷	U+5DB7	0xB7	
嶸	U+5DB8	0xB8	
嶹	U+5DB9	0xB9	
嶺	U+5DBA	0xBA	
嶻	U+5DBB	0xBB	
嶼	U+5DBC	0xBC	
嶽	U+5DBD	0xBD	
嶾	U+5DBE	0xBE	
嶿	U+5DBF	0xBF	
巀	U+5DC0	0xC0	
巁	U+5DC1	0xC1	
巂	U+5DC2	0xC2	
巃	U+5DC3	0xC3	
巄	U+5DC4	0xC4	
巅	U+5DC5	0xC5	
巆	U+5DC6	0xC6	
巇	U+5DC7	0xC7	
巈	U+5DC8	0xC8	
巉	U+5DC9	0xC9	
巊	U+5DCA	0xCA	
巋	U+5DCB	0xCB	
巌	U+5DCC	0xCC	
巍	U+5DCD	0xCD	
巎	U+5DCE	0xCE	
巏	U+5DCF	0xCF	
巐	U+5DD0	0xD0	
巑	U+5DD1	0xD1	
巒	U+5DD2	0xD2	
巓	U+5DD3	0xD3	
巔	U+5DD4	0xD4	
巕	U+5DD5	0xD5	
巖	U+5DD6	0xD6	
巗	U+5DD7	0xD7	
巘	U+5DD8	0xD8	
巙	U+5DD9	0xD9	
巚	U+5DDA	0xDA	
巛	U+5DDB	0xDB	
巜	U+5DDC	0xDC	
川	U+5DDD	0xDD	
州	U+5DDE	0xDE	
巟	U+5DDF	0xDF	
巠	U+5DE0	0xE0	
巡	U+5DE1	0xE1	
巢	U+5DE2	0xE2	
巣	U+5DE3	0xE3	
巤	U+5DE4	0xE4	
工	U+5DE5	0xE5	
左	U+5DE6	0xE6	
巧	U+5DE7	0xE7	
巨	U+5DE8	0xE8	
巩	U+5DE9	0xE9	
巪	U+5DEA	0xEA	
巫	U+5DEB	0xEB	
巬	U+5DEC	0xEC	
巭	U+5DED	0xED	
差	U+5DEE	0xEE	
巯	U+5DEF	0xEF	
巰	U+5DF0	0xF0	
己	U+5DF1	0xF1	
已	U+5DF2	0xF2	
巳	U+5DF3	0xF3	
巴	U+5DF4	0xF4	
巵	U+5DF5	0xF5	
巶	U+5DF6	0xF6	
巷	U+5DF7	0xF7	
巸	U+5DF8	0xF8	
巹	U+5DF9	0xF9	
巺	U+5DFA	0xFA	
巻	U+5DFB	0xFB	
巼	U+5DFC	0xFC	
巽	U+5DFD	0xFD	
巾	U+5DFE	0xFE	
巿	U+5DFF	0xFF	
帀	U+5E00	0x00	
币	U+5E01	0x01	
市	U+5E02	0x02	
布	U+5E03	0x03	
帄	U+5E04	0x04	
帅	U+5E05	0x05	
帆	U+5E06	0x06	
帇	U+5E07	0x07	
师	U+5E08	0x08	
帉	U+5E09	0x09	
帊	U+5E0A	0x0A	
帋	U+5E0B	0x0B	
希	U+5E0C	0x0C	
帍	U+5E0D	0x0D	
帎	U+5E0E	0x0E	
帏	U+5E0F	0x0F	
帐	U+5E10	0x10	
帑	U+5E11	0x11	
帒	U+5E12	0x12	
帓	U+5E13	0x13	
帔	U+5E14	0x14	
帕	U+5E15	0x15	
帖	U+5E16	0x16	
帗	U+5E17	0x17	
帘	U+5E18	0x18	
帙	U+5E19	0x19	
帚	U+5E1A	0x1A	
帛	U+5E1B	0x1B	
帜	U+5E1C	0x1C	
帝	U+5E1D	0x1D	
帞	U+5E1E	0x1E	
帟	U+5E1F	0x1F	
帠	U+5E20	0x20	 
帡	U+5E21	0x21	!
帢	U+5E22	0x22	"
帣	U+5E23	0x23	#
帤	U+5E24	0x24	$
帥	U+5E25	0x25	%
带	U+5E26	0x26	&
帧	U+5E27	0x27	'
帨	U+5E28	0x28	(
帩	U+5E29	0x29	)
帪	U+5E2A	0x2A	*
師	U+5E2B	0x2B	+
帬	U+5E2C	0x2C	,
席	U+5E2D	0x2D	-
帮	U+5E2E	0x2E	.
帯	U+5E2F	0x2F	/
帰	U+5E30	0x30	0
帱	U+5E31	0x31	1
帲	U+5E32	0x32	2
帳	U+5E33	0x33	3
帴	U+5E34	0x34	4
帵	U+5E35	0x35	5
帶	U+5E36	0x36	6
帷	U+5E37	0x37	7
常	U+5E38	0x38	8
帹	U+5E39	0x39	9
帺	U+5E3A	0x3A	:
帻	U+5E3B	0x3B	;
帼	U+5E3C	0x3C	<
帽	U+5E3D	0x3D	=
帾	U+5E3E	0x3E	>
帿	U+5E3F	0x3F	?
幀	U+5E40	0x40	@
幁	U+5E41	0x41	A
幂	U+5E42	0x42	B
幃	U+5E43	0x43	C
幄	U+5E44	0x44	D
幅	U+5E45	0x45	E
幆	U+5E46	0x46	F
幇	U+5E47	0x47	G
幈	U+5E48	0x48	H
幉	U+5E49	0x49	I
幊	U+5E4A	0x4A	J
幋	U+5E4B	0x4B	K
幌	U+5E4C	0x4C	L
幍	U+5E4D	0x4D	M
幎	U+5E4E	0x4E	N
幏	U+5E4F	0x4F	O
幐	U+5E50	0x50	P
幑	U+5E51	0x51	Q
幒	U+5E52	0x52	R
幓	U+5E53	0x53	S
幔	U+5E54	0x54	T
幕	U+5E55	0x55	U
幖	U+5E56	0x56	V
幗	U+5E57	0x57	W
幘	U+5E58	0x58	X
幙	U+5E59	0x59	Y
幚	U+5E5A	0x5A	Z
幛	U+5E5B	0x5B	[
幜	U+5E5C	0x5C	\
幝	U+5E5D	0x5D	]
幞	U+5E5E	0x5E	^
幟	U+5E5F	0x5F	_
幠	U+5E60	0x60	`
幡	U+5E61	0x61	a
幢	U+5E62	0x62	b
幣	U+5E63	0x63	c
幤	U+5E64	0x64	d
幥	U+5E65	0x65	e
幦	U+5E66	0x66	f
幧	U+5E67	0x67	g
幨	U+5E68	0x68	h
幩	U+5E69	0x69	i
幪	U+5E6A	0x6A	j
幫	U+5E6B	0x6B	k
幬	U+5E6C	0x6C	l
幭	U+5E6D	0x6D	m
幮	U+5E6E	0x6E	n
幯	U+5E6F	0x6F	o
幰	U+5E70	0x70	p
幱	U+5E71	0x71	q
干	U+5E72	0x72	r
平	U+5E73	0x73	s
年	U+5E74	0x74	t
幵	U+5E75	0x75	u
并	U+5E76	0x76	v
幷	U+5E77	0x77	w
幸	U+5E78	0x78	x
幹	U+5E79	0x79	y
幺	U+5E7A	0x7A	z
幻	U+5E7B	0x7B	{
幼	U+5E7C	0x7C	|
幽	U+5E7D	0x7D	}
幾	U+5E7E	0x7E	~
广	U+5E7F	0x7F	
庀	U+5E80	0x80	
庁	U+5E81	0x81	
庂	U+5E82	0x82	
広	U+5E83	0x83	
庄	U+5E84	0x84	
庅	U+5E85	0x85	
庆	U+5E86	0x86	
庇	U+5E87	0x87	
庈	U+5E88	0x88	
庉	U+5E89	0x89	
床	U+5E8A	0x8A	
庋	U+5E8B	0x8B	
庌	U+5E8C	0x8C	
庍	U+5E8D	0x8D	
庎	U+5E8E	0x8E	
序	U+5E8F	0x8F	
庐	U+5E90	0x90	
庑	U+5E91	0x91	
庒	U+5E92	0x92	
库	U+5E93	0x93	
应	U+5E94	0x94	
底	U+5E95	0x95	
庖	U+5E96	0x96	
店	U+5E97	0x97	
庘	U+5E98	0x98	
庙	U+5E99	0x99	
庚	U+5E9A	0x9A	
庛	U+5E9B	0x9B	
府	U+5E9C	0x9C	
庝	U+5E9D	0x9D	
庞	U+5E9E	0x9E	
废	U+5E9F	0x9F	
庠	U+5EA0	0xA0	
庡	U+5EA1	0xA1	
庢	U+5EA2	0xA2	
庣	U+5EA3	0xA3	
庤	U+5EA4	0xA4	
庥	U+5EA5	0xA5	
度	U+5EA6	0xA6	
座	U+5EA7	0xA7	
庨	U+5EA8	0xA8	
庩	U+5EA9	0xA9	
庪	U+5EAA	0xAA	
庫	U+5EAB	0xAB	
庬	U+5EAC	0xAC	
庭	U+5EAD	0xAD	
庮	U+5EAE	0xAE	
庯	U+5EAF	0xAF	
庰	U+5EB0	0xB0	
庱	U+5EB1	0xB1	
庲	U+5EB2	0xB2	
庳	U+5EB3	0xB3	
庴	U+5EB4	0xB4	
庵	U+5EB5	0xB5	
庶	U+5EB6	0xB6	
康	U+5EB7	0xB7	
庸	U+5EB8	0xB8	
庹	U+5EB9	0xB9	
庺	U+5EBA	0xBA	
庻	U+5EBB	0xBB	
庼	U+5EBC	0xBC	
庽	U+5EBD	0xBD	
庾	U+5EBE	0xBE	
庿	U+5EBF	0xBF	
廀	U+5EC0	0xC0	
廁	U+5EC1	0xC1	
廂	U+5EC2	0xC2	
廃	U+5EC3	0xC3	
廄	U+5EC4	0xC4	
廅	U+5EC5	0xC5	
廆	U+5EC6	0xC6	
廇	U+5EC7	0xC7	
廈	U+5EC8	0xC8	
廉	U+5EC9	0xC9	
廊	U+5ECA	0xCA	
廋	U+5ECB	0xCB	
廌	U+5ECC	0xCC	
廍	U+5ECD	0xCD	
廎	U+5ECE	0xCE	
廏	U+5ECF	0xCF	
廐	U+5ED0	0xD0	
廑	U+5ED1	0xD1	
廒	U+5ED2	0xD2	
廓	U+5ED3	0xD3	
廔	U+5ED4	0xD4	
廕	U+5ED5	0xD5	
廖	U+5ED6	0xD6	
廗	U+5ED7	0xD7	
廘	U+5ED8	0xD8	
廙	U+5ED9	0xD9	
廚	U+5EDA	0xDA	
廛	U+5EDB	0xDB	
廜	U+5EDC	0xDC	
廝	U+5EDD	0xDD	
廞	U+5EDE	0xDE	
廟	U+5EDF	0xDF	
廠	U+5EE0	0xE0	
廡	U+5EE1	0xE1	
廢	U+5EE2	0xE2	
廣	U+5EE3	0xE3	
廤	U+5EE4	0xE4	
廥	U+5EE5	0xE5	
廦	U+5EE6	0xE6	
廧	U+5EE7	0xE7	
廨	U+5EE8	0xE8	
廩	U+5EE9	0xE9	
廪	U+5EEA	0xEA	
廫	U+5EEB	0xEB	
廬	U+5EEC	0xEC	
廭	U+5EED	0xED	
廮	U+5EEE	0xEE	
廯	U+5EEF	0xEF	
廰	U+5EF0	0xF0	
廱	U+5EF1	0xF1	
廲	U+5EF2	0xF2	
廳	U+5EF3	0xF3	
廴	U+5EF4	0xF4	
廵	U+5EF5	0xF5	
延	U+5EF6	0xF6	
廷	U+5EF7	0xF7	
廸	U+5EF8	0xF8	
廹	U+5EF9	0xF9	
建	U+5EFA	0xFA	
廻	U+5EFB	0xFB	
廼	U+5EFC	0xFC	
廽	U+5EFD	0xFD	
廾	U+5EFE	0xFE	
廿	U+5EFF	0xFF	
开	U+5F00	0x00	
弁	U+5F01	0x01	
异	U+5F02	0x02	
弃	U+5F03	0x03	
弄	U+5F04	0x04	
弅	U+5F05	0x05	
弆	U+5F06	0x06	
弇	U+5F07	0x07	
弈	U+5F08	0x08	
弉	U+5F09	0x09	
弊	U+5F0A	0x0A	
弋	U+5F0B	0x0B	
弌	U+5F0C	0x0C	
弍	U+5F0D	0x0D	
弎	U+5F0E	0x0E	
式	U+5F0F	0x0F	
弐	U+5F10	0x10	
弑	U+5F11	0x11	
弒	U+5F12	0x12	
弓	U+5F13	0x13	
弔	U+5F14	0x14	
引	U+5F15	0x15	
弖	U+5F16	0x16	
弗	U+5F17	0x17	
弘	U+5F18	0x18	
弙	U+5F19	0x19	
弚	U+5F1A	0x1A	
弛	U+5F1B	0x1B	
弜	U+5F1C	0x1C	
弝	U+5F1D	0x1D	
弞	U+5F1E	0x1E	
弟	U+5F1F	0x1F	
张	U+5F20	0x20	 
弡	U+5F21	0x21	!
弢	U+5F22	0x22	"
弣	U+5F23	0x23	#
弤	U+5F24	0x24	$
弥	U+5F25	0x25	%
弦	U+5F26	0x26	&
弧	U+5F27	0x27	'
弨	U+5F28	0x28	(
弩	U+5F29	0x29	)
弪	U+5F2A	0x2A	*
弫	U+5F2B	0x2B	+
弬	U+5F2C	0x2C	,
弭	U+5F2D	0x2D	-
弮	U+5F2E	0x2E	.
弯	U+5F2F	0x2F	/
弰	U+5F30	0x30	0
弱	U+5F31	0x31	1
弲	U+5F32	0x32	2
弳	U+5F33	0x33	3
弴	U+5F34	0x34	4
張	U+5F35	0x35	5
弶	U+5F36	0x36	6
強	U+5F37	0x37	7
弸	U+5F38	0x38	8
弹	U+5F39	0x39	9
强	U+5F3A	0x3A	:
弻	U+5F3B	0x3B	;
弼	U+5F3C	0x3C	<
弽	U+5F3D	0x3D	=
弾	U+5F3E	0x3E	>
弿	U+5F3F	0x3F	?
彀	U+5F40	0x40	@
彁	U+5F41	0x41	A
彂	U+5F42	0x42	B
彃	U+5F43	0x43	C
彄	U+5F44	0x44	D
彅	U+5F45	0x45	E
彆	U+5F46	0x46	F
彇	U+5F47	0x47	G
彈	U+5F48	0x48	H
彉	U+5F49	0x49	I
彊	U+5F4A	0x4A	J
彋	U+5F4B	0x4B	K
彌	U+5F4C	0x4C	L
彍	U+5F4D	0x4D	M
彎	U+5F4E	0x4E	N
彏	U+5F4F	0x4F	O
彐	U+5F50	0x50	P
彑	U+5F51	0x51	Q
归	U+5F52	0x52	R
当	U+5F53	0x53	S
彔	U+5F54	0x54	T
录	U+5F55	0x55	U
彖	U+5F56	0x56	V
彗	U+5F57	0x57	W
彘	U+5F58	0x58	X
彙	U+5F59	0x59	Y
彚	U+5F5A	0x5A	Z
彛	U+5F5B	0x5B	[
彜	U+5F5C	0x5C	\
彝	U+5F5D	0x5D	]
彞	U+5F5E	0x5E	^
彟	U+5F5F	0x5F	_
彠	U+5F60	0x60	`
彡	U+5F61	0x61	a
形	U+5F62	0x62	b
彣	U+5F63	0x63	c
彤	U+5F64	0x64	d
彥	U+5F65	0x65	e
彦	U+5F66	0x66	f
彧	U+5F67	0x67	g
彨	U+5F68	0x68	h
彩	U+5F69	0x69	i
彪	U+5F6A	0x6A	j
彫	U+5F6B	0x6B	k
彬	U+5F6C	0x6C	l
彭	U+5F6D	0x6D	m
彮	U+5F6E	0x6E	n
彯	U+5F6F	0x6F	o
彰	U+5F70	0x70	p
影	U+5F71	0x71	q
彲	U+5F72	0x72	r
彳	U+5F73	0x73	s
彴	U+5F74	0x74	t
彵	U+5F75	0x75	u
彶	U+5F76	0x76	v
彷	U+5F77	0x77	w
彸	U+5F78	0x78	x
役	U+5F79	0x79	y
彺	U+5F7A	0x7A	z
彻	U+5F7B	0x7B	{
彼	U+5F7C	0x7C	|
彽	U+5F7D	0x7D	}
彾	U+5F7E	0x7E	~
彿	U+5F7F	0x7F	
往	U+5F80	0x80	
征	U+5F81	0x81	
徂	U+5F82	0x82	
徃	U+5F83	0x83	
径	U+5F84	0x84	
待	U+5F85	0x85	
徆	U+5F86	0x86	
徇	U+5F87	0x87	
很	U+5F88	0x88	
徉	U+5F89	0x89	
徊	U+5F8A	0x8A	
律	U+5F8B	0x8B	
後	U+5F8C	0x8C	
徍	U+5F8D	0x8D	
徎	U+5F8E	0x8E	
徏	U+5F8F	0x8F	
徐	U+5F90	0x90	
徑	U+5F91	0x91	
徒	U+5F92	0x92	
従	U+5F93	0x93	
徔	U+5F94	0x94	
徕	U+5F95	0x95	
徖	U+5F96	0x96	
得	U+5F97	0x97	
徘	U+5F98	0x98	
徙	U+5F99	0x99	
徚	U+5F9A	0x9A	
徛	U+5F9B	0x9B	
徜	U+5F9C	0x9C	
徝	U+5F9D	0x9D	
從	U+5F9E	0x9E	
